location,latitude,longitude
公明    石围村,22.759696144488487,113.90600118362043
石桥铺    建工新康桥 距1号线-石桥铺811m,29.524011517043387,106.47698039311688
李家沱    融汇半岛(五期A区) 距18号线-李家沱大桥1208m,29.478954850426806,106.52498305480715
呼家楼    金台西路2号院 距6号线-呼家楼1343m,39.92450899473132,116.47479509568504
三峡广场    煌华新纪元 距环线-沙坪坝343m,24.87466064402624,121.41788241051769
蔡家    中南玖宸(商住楼) 距6号线-曹家湾260m,40.15647271610179,116.32132606710496
龙头寺    保利香槟花园(F区) 距10号线-龙头寺公园355m,29.622574572612788,106.55580427616651
青浦新城    青浦环城新村,31.155539842167276,121.1306360182713
嘉定城区    嘉隆国际,37.85343342071212,113.60656821421946
龙头寺    鲁能星城十三街区 距直快列车-头塘1238m,39.71446720644374,116.06967790560901
梅花园    怡新花园 距3号线(北延段)-梅花园417m,31.155759639741675,121.42026184181258
大坪    奥园康城(A区),29.535715460979116,106.53143944599688
木耳    中国摩金棕公馆 距3号线-举人坝995m,29.80268820795514,106.67744454387685
人和    东原黄山大道东 距5号线-人和666m,28.174878634729424,113.03531596327593
京溪    万科天河御品 距3号线(北延段)-京溪南方医院790m,40.07558875358126,116.31772134675452
周家嘴路    林厦小区 距8号线-黄兴路999m,23.06758504270563,113.69318173888028
石坪桥    鲁能九龙花园(商住楼) 距2号线-马王场1449m,39.849858106846916,116.42916297238916
李家沱    马鞍北路46号院 距6号线-前锋路497m,29.466024654394168,106.56297320328652
双井    富力城(D区) 距7号线-广渠门外595m,39.90166304624212,116.46296701720459
解放碑    凯旋大厦 距2号线-较场口394m,29.563507039446062,106.58314402469256
同里    稻谷人工智能产业园 距4号线-同里576m,31.137921218655933,120.70867640835817
三林    联丰新苑 距6号线-上南路1214m,31.1586040597648,121.5202011145447
杨村街    保利上河雅颂(南区),39.38343613757788,117.04068301101785
大丰    保利大都汇熙汇(商住楼) 距5号线-皇花园1652m,33.20475984971028,120.50743881648788
杨家坪    龙城静园 距2号线-马王场1204m,29.51261085344824,106.52880238034265
皇岗    皇庭世纪 距7号线-皇岗村646m,22.53310734817462,114.06830684344853
龙洞    宝翠园 距6号线-植物园1467m,35.272869414088866,113.1406250512824
次渠    明月听蘭 距亦庄线-次渠1004m,30.379808145715508,106.70073591129724
双福新区    中骏雍景湾,31.122859758565916,121.04681531079638
